tipo_de_empresa,fundação_da_empresa,possui_mais_de_um_sócio,funcionários,meses_de_permanência,utiliza_serviços_financeiros,possuicontador,faz_conciliação_bancária,frequência_de_utilização_de_feature_do_sistema_módulo_financeiro,frequência_de_utilização_de_feature_do_sistema_emissão_de_nota_fiscal,frequência_de_utilização_de_feature_do_sistema_integração_bancária,frequência_de_utilização_de_feature_do_sistema_módulo_de_vendas,frequência_de_utilização_de_feature_do_sistema_relatórios,frequência_de_utilização_de_feature_do_sistema_utilização_de_apis_de_integração,contrato,emite_boletos,tipo_de_pagamento,receita_mensal,receita_total,churn
Micro empresa,2017,Não,até 5 funcionários,18,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,Boleto - mês a mês,19.65,391.7,Não
Pequena empresa,2018,Não,até 5 funcionários,1,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,79.95,79.95,Sim
Micro empresa,2016,Não,até 5 funcionários,1,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,Boleto - pagamento único,19.3,19.3,Sim
Pequena empresa,2017,Não,até 5 funcionários,9,Sim,Não ,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,94.05,811.65,Não
Pequena empresa,2016,Não,até 5 funcionários,2,Sim,Sim,manual,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,0,Boleto - mês a mês,90.75,174.75,Não
Micro empresa,2016,Sim,até 5 funcionários,40,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,1,Cartão de crédito - mês a mês,78.85,3126.85,Não
Pequena empresa,2016,Sim,até 5 funcionários,69,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,0,Cartão de crédito - pagamento único,99.5,6841.45,Não
Micro empresa,2019,Sim,até 5 funcionários,37,Sim,Sim,manual,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Trimestral,1,Boleto - pagamento único,99.2,3754.6,Sim
Pequena empresa,2019,Não,6 ou mais funcionários,18,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Cartão de crédito - mês a mês,80.55,1406.65,Não
Pequena empresa,2001,Sim,até 5 funcionários,11,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,70.2,834.7,Não
Micro empresa,2017,Sim,até 5 funcionários,8,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Cartão de crédito - mês a mês,85.2,627.4,Sim
Micro empresa,2020,Não,até 5 funcionários,3,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,Boleto - pagamento único,75.25,242.0,Sim
Pequena empresa,2016,Sim,6 ou mais funcionários,55,Sim,Não ,automática,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Trimestral,0,Cartão de crédito - mês a mês,59.45,3157.0,Não
Pequena empresa,2018,Sim,até 5 funcionários,33,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,93.35,3092.0,Não
Micro empresa,2020,Não,até 5 funcionários,46,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,Cartão de crédito - pagamento único,44.95,2168.9,Não
Pequena empresa,2019,Não,até 5 funcionários,34,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,Cartão de crédito - pagamento único,26.1,980.35,Não
Micro empresa,2020,Não,até 5 funcionários,3,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,Boleto - pagamento único,20.2,65.95,Não
Pequena empresa,2019,Sim,6 ou mais funcionários,30,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,Boleto - mês a mês,21.25,711.9,Não
Micro empresa,2021,Não,até 5 funcionários,33,Sim,Sim,automática,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Trimestral,0,Boleto - pagamento único,59.4,1952.8,Não
Pequena empresa,2017,Sim,6 ou mais funcionários,45,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Trimestral,1,Cartão de crédito - mês a mês,95.0,4368.85,Não
Pequena empresa,2021,Não,até 5 funcionários,40,Sim,Não ,automática,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - mês a mês,61.9,2647.1,Não
Micro empresa,2019,Não,até 5 funcionários,71,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Boleto - pagamento único,118.65,8477.6,Não
Pequena empresa,2016,Não,até 5 funcionários,1,Sim,Sim,automática,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,Boleto - pagamento único,54.35,54.35,Sim
Micro empresa,2017,Sim,6 ou mais funcionários,72,Não,,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,0,Cartão de crédito - pagamento único,64.45,4528.0,Não
Micro empresa,2016,Sim,6 ou mais funcionários,22,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,80.15,1790.65,Não
Pequena empresa,2016,Sim,6 ou mais funcionários,46,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,1,Cartão de crédito - pagamento único,20.2,845.6,Não
Micro empresa,2019,Sim,6 ou mais funcionários,55,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,Boleto - mês a mês,21.0,1210.3,Não
Pequena empresa,2020,Não,até 5 funcionários,1,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,Boleto - mês a mês,20.45,20.45,Não
Micro empresa,2019,Não,até 5 funcionários,12,Sim,Sim,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Boleto - mês a mês,75.85,854.45,Não
Pequena empresa,2020,Não,até 5 funcionários,31,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,80.45,2429.1,Não
Pequena empresa,2021,Sim,até 5 funcionários,5,Não,,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,24.95,100.4,Sim
Micro empresa,2020,Sim,6 ou mais funcionários,67,Sim,Sim,automática,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Anual,1,Boleto - pagamento único,75.5,5229.45,Não
Pequena empresa,2018,Não,até 5 funcionários,1,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,Boleto - mês a mês,44.45,44.45,Não
Pequena empresa,2016,Sim,até 5 funcionários,40,Não,,automática,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Trimestral,1,Boleto - pagamento único,42.35,1716.45,Sim
Pequena empresa,2016,Sim,6 ou mais funcionários,41,Sim,Sim,automática,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Cartão de crédito - mês a mês,74.55,3023.55,Não
Pequena empresa,2018,Não,até 5 funcionários,1,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,75.3,75.3,Sim
Pequena empresa,2021,Não,até 5 funcionários,51,Sim,Sim,manual,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Trimestral,1,Boleto - pagamento único,94.8,4837.6,Sim
Pequena empresa,2016,Sim,6 ou mais funcionários,42,Não,,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Anual,0,Cartão de crédito - mês a mês,48.15,2032.3,Não
Pequena empresa,2016,Sim,6 ou mais funcionários,23,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,Boleto - mês a mês,19.65,436.9,Não
Micro empresa,2003,Não,até 5 funcionários,1,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,70.55,70.55,Sim
Micro empresa,2021,Não,até 5 funcionários,1,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,Boleto - mês a mês,20.15,20.15,Não
Micro empresa,2020,Não,até 5 funcionários,56,Sim,Sim,manual,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Cartão de crédito - mês a mês,106.6,5893.95,Não
Pequena empresa,2020,Não,6 ou mais funcionários,15,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,91.0,1430.05,Não
Pequena empresa,2016,Sim,6 ou mais funcionários,12,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Cartão de crédito - pagamento único,25.4,313.0,Não
Micro empresa,2018,Sim,6 ou mais funcionários,54,Sim,Não ,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Anual,0,Cartão de crédito - pagamento único,69.95,3871.85,Não
Micro empresa,2020,Não,até 5 funcionários,7,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,66.85,458.1,Não
Micro empresa,2018,Sim,6 ou mais funcionários,33,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,0,Cartão de crédito - mês a mês,86.15,2745.7,Sim
Pequena empresa,2017,Sim,6 ou mais funcionários,16,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,Boleto - pagamento único,20.15,341.35,Não
Micro empresa,2019,Não,6 ou mais funcionários,21,Sim,Não ,automática,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Trimestral,0,Boleto - mês a mês,64.85,1336.8,Não
Pequena empresa,2011,Sim,até 5 funcionários,30,Sim,Sim,automática,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Anual,0,Boleto - pagamento único,74.85,2181.75,Não
Pequena empresa,2020,Não,até 5 funcionários,3,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - mês a mês,50.5,147.75,Não
Pequena empresa,2021,Não,até 5 funcionários,11,Sim,Não ,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,Boleto - pagamento único,72.9,818.45,Não
Micro empresa,2020,Não,até 5 funcionários,62,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Cartão de crédito - mês a mês,115.05,7133.45,Não
Pequena empresa,2016,Não,até 5 funcionários,18,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,Boleto - pagamento único,19.0,348.8,Não
Pequena empresa,2016,Não,6 ou mais funcionários,6,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,Boleto - mês a mês,19.55,128.6,Não
Micro empresa,2017,Não,até 5 funcionários,46,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Boleto - pagamento único,101.1,4674.4,Não
Pequena empresa,2021,Não,até 5 funcionários,21,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,84.1,1737.45,Não
Pequena empresa,2016,Não,até 5 funcionários,68,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Cartão de crédito - pagamento único,24.15,1498.85,Não
Micro empresa,2017,Não,até 5 funcionários,1,Sim,Sim,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,50.1,50.1,Não
Micro empresa,2019,Sim,até 5 funcionários,25,Sim,Não ,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,74.6,1797.75,Não
Micro empresa,2018,Não,6 ou mais funcionários,24,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,Boleto - mês a mês,19.75,498.1,Não
Micro empresa,2020,Sim,até 5 funcionários,30,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,85.0,2624.25,Sim
Micro empresa,2017,Não,até 5 funcionários,2,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,0,Boleto - pagamento único,80.55,184.1,Sim
Pequena empresa,2017,Sim,até 5 funcionários,51,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Cartão de crédito - pagamento único,106.8,5498.8,Não
Micro empresa,2019,Sim,6 ou mais funcionários,57,Sim,Sim,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Boleto - pagamento único,84.5,4845.4,Não
Micro empresa,2017,Não,até 5 funcionários,15,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,Cartão de crédito - pagamento único,25.05,369.1,Não
Micro empresa,2020,Sim,6 ou mais funcionários,72,Sim,Não ,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Cartão de crédito - pagamento único,83.7,6096.9,Não
Micro empresa,2018,Não,até 5 funcionários,2,Sim,Não ,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,75.8,160.75,Sim
Pequena empresa,2018,Sim,até 5 funcionários,28,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,0,Cartão de crédito - mês a mês,96.6,2684.35,Não
Pequena empresa,2002,Sim,até 5 funcionários,29,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,98.5,3004.15,Sim
Pequena empresa,2018,Sim,6 ou mais funcionários,70,Sim,Não ,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Anual,1,Cartão de crédito - mês a mês,101.1,6994.8,Não
Micro empresa,2021,Não,até 5 funcionários,13,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,Boleto - mês a mês,20.2,273.25,Não
Micro empresa,2009,Sim,até 5 funcionários,59,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Trimestral,1,Boleto - pagamento único,94.05,5483.9,Não
Pequena empresa,2005,Sim,até 5 funcionários,13,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,95.25,1233.65,Sim
Pequena empresa,2010,Sim,até 5 funcionários,7,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - mês a mês,74.4,527.9,Sim
Micro empresa,2020,Sim,até 5 funcionários,62,Sim,Não ,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,0,Boleto - mês a mês,81.0,4985.9,Não
Micro empresa,2018,Não,até 5 funcionários,21,Sim,Não ,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Trimestral,1,Boleto - pagamento único,60.25,1258.35,Não
Micro empresa,2017,Não,até 5 funcionários,2,Sim,Não ,automática,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,0,Boleto - pagamento único,60.85,111.4,Não
Micro empresa,2019,Não,até 5 funcionários,1,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,Cartão de crédito - mês a mês,43.95,43.95,Não
Pequena empresa,2019,Não,até 5 funcionários,4,Sim,Não ,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,0,Boleto - pagamento único,86.05,308.1,Não
Micro empresa,2018,Não,até 5 funcionários,19,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,Cartão de crédito - mês a mês,20.25,383.65,Não
Micro empresa,2016,Não,até 5 funcionários,30,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Mês-a-mês,0,Boleto - pagamento único,85.15,2555.9,Sim
Pequena empresa,2020,Sim,6 ou mais funcionários,67,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Cartão de crédito - mês a mês,19.4,1284.2,Não
Pequena empresa,2010,Sim,até 5 funcionários,72,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Anual,1,Cartão de crédito - mês a mês,102.65,7550.3,Não
Pequena empresa,2021,Sim,até 5 funcionários,53,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,Cartão de crédito - mês a mês,19.9,1110.05,Não
Micro empresa,2018,Não,até 5 funcionários,5,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,Boleto - pagamento único,19.55,99.6,Não
Pequena empresa,2002,Sim,até 5 funcionários,71,Sim,Não ,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Anual,1,Cartão de crédito - mês a mês,95.5,6707.15,Não
Micro empresa,2019,Sim,6 ou mais funcionários,50,Sim,Sim,automática,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Cartão de crédito - mês a mês,84.15,4164.4,Não
Pequena empresa,2017,Sim,6 ou mais funcionários,56,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Boleto - pagamento único,103.2,5873.75,Não
Pequena empresa,2019,Não,até 5 funcionários,2,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,1,Cartão de crédito - mês a mês,50.2,109.25,Não
Micro empresa,2002,Não,até 5 funcionários,2,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,88.55,179.25,Sim
Pequena empresa,2016,Sim,6 ou mais funcionários,24,Sim,Sim,automática,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,Boleto - pagamento único,54.75,1338.15,Sim
Pequena empresa,2016,Sim,6 ou mais funcionários,46,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,Cartão de crédito - mês a mês,19.95,862.4,Não
Pequena empresa,2019,Sim,até 5 funcionários,71,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Boleto - pagamento único,116.25,8564.75,Não
Micro empresa,2019,Não,até 5 funcionários,29,Não,,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,31.2,926.2,Não
Pequena empresa,2020,Sim,6 ou mais funcionários,69,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,Cartão de crédito - pagamento único,24.45,1718.2,Não
Pequena empresa,2020,Sim,até 5 funcionários,71,Sim,Sim,automática,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,0,Cartão de crédito - mês a mês,84.2,5956.85,Não
Micro empresa,2008,Não,até 5 funcionários,1,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,91.3,91.3,Sim
Pequena empresa,2009,Sim,até 5 funcionários,56,Sim,Não ,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Cartão de crédito - pagamento único,85.65,4824.45,Não
Pequena empresa,2017,Não,6 ou mais funcionários,56,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,1,Boleto - mês a mês,21.2,1238.65,Não
Pequena empresa,2021,Não,até 5 funcionários,1,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,79.5,79.5,Sim
Micro empresa,2016,Sim,até 5 funcionários,28,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,Boleto - mês a mês,25.55,672.2,Não
Micro empresa,2017,Sim,6 ou mais funcionários,19,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,Boleto - mês a mês,20.2,382.2,Não
Pequena empresa,2021,Sim,até 5 funcionários,66,Sim,Sim,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Mês-a-mês,0,Boleto - pagamento único,63.85,4264.6,Não
Micro empresa,2016,Sim,6 ou mais funcionários,17,Sim,Sim,automática,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Trimestral,1,Boleto - mês a mês,61.95,1070.7,Não
Pequena empresa,2021,Sim,6 ou mais funcionários,52,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,Boleto - mês a mês,25.75,1345.85,Não
Micro empresa,2019,Não,até 5 funcionários,19,Sim,Não ,automática,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Trimestral,0,Boleto - pagamento único,58.2,1045.25,Não
