ID,Tipo de empresa,Fundação da empresa,Possui mais de um sócio,Funcionários,Meses de permanência ,Utiliza serviços financeiros,PossuiContador,Faz conciliação bancária,Frequência de utilização de feature do sistema: Módulo financeiro,Frequência de utilização de feature do sistema: Emissão de nota fiscal,Frequência de utilização de feature do sistema: Integração bancária,Frequência de utilização de feature do sistema: Módulo de vendas,Frequência de utilização de feature do sistema: Relatórios,Frequência de utilização de feature do sistema: Utilização de APIs de integração,Contrato,Emite boletos,Emite boletos,Tipo de pagamento,Receita mensal,Receita total,Churn
1358,Pequena empresa,2021,Sim,até 5 funcionários,48,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,"R$ 111,45","R$ 5.315,10",Não
1359,Pequena empresa,2017,Não,até 5 funcionários,10,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - mês a mês,"R$ 70,15","R$ 735,50",Não
1360,Micro empresa,2018,Não,até 5 funcionários,9,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 94,75","R$ 889,90",Sim
1361,Micro empresa,2006,Não,até 5 funcionários,13,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 95,05","R$ 1.290,00",Sim
1362,Pequena empresa,2017,Não,até 5 funcionários,4,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,"R$ 78,45","R$ 330,05",Sim
1363,Pequena empresa,2017,Não,até 5 funcionários,4,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 70,20","R$ 237,95",Sim
1364,Micro empresa,2018,Sim,até 5 funcionários,72,Sim,Sim,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,0,No,Cartão de crédito - pagamento único,"R$ 92,00","R$ 6.474,40",Não
1365,Micro empresa,2016,Sim,6 ou mais funcionários,51,Sim,Não ,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,0,No,Cartão de crédito - mês a mês,"R$ 85,50","R$ 4.421,95",Não
1366,Pequena empresa,2016,Sim,até 5 funcionários,59,Não,NaN,automática,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,"R$ 41,05","R$ 2.452,70",Sim
1367,Pequena empresa,2021,Sim,até 5 funcionários,10,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 85,60","R$ 813,85",Sim
1368,Pequena empresa,2009,Sim,até 5 funcionários,61,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 82,15","R$ 4.904,85",Não
1369,Pequena empresa,2019,Não,até 5 funcionários,54,Sim,Não ,manual,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Trimestral,0,No,Boleto - pagamento único,"R$ 84,40","R$ 4.484,05",Não
1370,Micro empresa,2019,Não,até 5 funcionários,33,Sim,Sim,automática,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - mês a mês,"R$ 60,90","R$ 2.033,85",Não
1371,Micro empresa,2018,Não,até 5 funcionários,27,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Yes,Cartão de crédito - pagamento único,"R$ 20,25","R$ 538,20",Não
1372,Micro empresa,2010,Não,até 5 funcionários,1,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 79,20","R$ 79,20",Sim
1373,Pequena empresa,2020,Não,até 5 funcionários,23,Sim,Não ,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,0,No,Boleto - mês a mês,"R$ 95,30","R$ 2.192,90",Não
1374,Pequena empresa,2017,Não,6 ou mais funcionários,1,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - mês a mês,"R$ 19,85","R$ 19,85",Não
1375,Pequena empresa,2017,Sim,6 ou mais funcionários,45,Sim,Não ,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Boleto - mês a mês,"R$ 84,35","R$ 3.858,05",Não
1376,Micro empresa,2021,Sim,6 ou mais funcionários,39,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Yes,Cartão de crédito - pagamento único,"R$ 19,85","R$ 854,80",Não
1377,Pequena empresa,2018,Não,até 5 funcionários,5,Sim,Não ,automática,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Yes,Boleto - mês a mês,"R$ 70,00","R$ 347,40",Sim
1378,Pequena empresa,2016,Sim,6 ou mais funcionários,72,Sim,Sim,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Anual,0,No,Cartão de crédito - pagamento único,"R$ 82,30","R$ 5.815,15",Não
1379,Micro empresa,2020,Sim,6 ou mais funcionários,58,Sim,Sim,automática,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,"R$ 66,80","R$ 3.970,40",Não
1380,Micro empresa,2017,Não,até 5 funcionários,70,Não,NaN,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Anual,1,Yes,Cartão de crédito - pagamento único,"R$ 44,60","R$ 3.058,15",Não
1381,Pequena empresa,2021,Sim,6 ou mais funcionários,61,Sim,Não ,manual,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Yes,Cartão de crédito - pagamento único,"R$ 98,45","R$ 6.145,20",Não
1382,Pequena empresa,2016,Não,até 5 funcionários,2,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - mês a mês,"R$ 70,70","R$ 129,20",Não
1383,Micro empresa,2018,Sim,6 ou mais funcionários,46,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Boleto - mês a mês,"R$ 24,95","R$ 1.165,90",Não
1384,Micro empresa,2020,Não,até 5 funcionários,1,Sim,Sim,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,"R$ 49,95","R$ 49,95",Sim
1385,Micro empresa,2018,Sim,até 5 funcionários,22,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 69,25","R$ 1.554,00",Sim
1386,Micro empresa,2019,Não,até 5 funcionários,48,Sim,Não ,manual,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - mês a mês,"R$ 102,50","R$ 4.904,25",Não
1387,Pequena empresa,2019,Não,até 5 funcionários,64,Sim,Sim,automática,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,0,No,Cartão de crédito - mês a mês,"R$ 86,55","R$ 5.632,55",Não
1388,Pequena empresa,2021,Sim,6 ou mais funcionários,72,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - pagamento único,"R$ 24,30","R$ 1.643,25",Não
1389,Micro empresa,2018,Sim,6 ou mais funcionários,12,Sim,Não ,automática,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,"R$ 58,35","R$ 740,55",Não
1390,Micro empresa,2006,Sim,até 5 funcionários,34,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 94,25","R$ 3.217,55",Sim
1391,Micro empresa,2018,Sim,6 ou mais funcionários,72,Sim,Não ,automática,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Anual,0,No,Cartão de crédito - mês a mês,"R$ 68,75","R$ 4.888,20",Não
1392,Pequena empresa,2021,Sim,até 5 funcionários,29,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 85,80","R$ 2.440,25",Não
1393,Pequena empresa,2017,Sim,6 ou mais funcionários,33,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Cartão de crédito - mês a mês,"R$ 20,10","R$ 620,55",Não
1394,Micro empresa,2018,Não,até 5 funcionários,1,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - mês a mês,"R$ 20,35","R$ 20,35",Não
1395,Micro empresa,2021,Sim,6 ou mais funcionários,62,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Yes,Boleto - pagamento único,"R$ 110,80","R$ 6.840,95",Não
1396,Pequena empresa,2018,Sim,até 5 funcionários,41,Sim,Sim,automática,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Yes,Boleto - pagamento único,"R$ 73,00","R$ 3.001,20",Sim
1397,Micro empresa,2020,Não,até 5 funcionários,64,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Yes,Cartão de crédito - mês a mês,"R$ 100,05","R$ 6.254,20",Sim
1398,Micro empresa,2017,Não,até 5 funcionários,4,Sim,Não ,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,"R$ 82,85","R$ 319,60",Não
1399,Micro empresa,2021,Não,até 5 funcionários,24,Sim,Sim,manual,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 84,35","R$ 1.938,05",Não
1400,Micro empresa,2020,Sim,6 ou mais funcionários,14,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Boleto - mês a mês,"R$ 19,55","R$ 294,50",Não
1401,Pequena empresa,2016,Não,6 ou mais funcionários,3,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - mês a mês,"R$ 19,95","R$ 58,30",Não
1402,Micro empresa,2003,Não,até 5 funcionários,4,Sim,Não ,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,"R$ 99,80","R$ 442,85",Sim
1403,Micro empresa,2021,Não,6 ou mais funcionários,18,Não,NaN,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 35,00","R$ 553,00",Sim
1404,Pequena empresa,2016,Não,até 5 funcionários,8,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 66,25","R$ 546,45",Não
1405,Micro empresa,2020,Não,até 5 funcionários,35,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - pagamento único,"R$ 23,30","R$ 797,10",Não
1406,Micro empresa,2021,Não,até 5 funcionários,1,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,"R$ 76,00","R$ 76,00",Sim
1407,Pequena empresa,2016,Não,6 ou mais funcionários,66,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Yes,Cartão de crédito - mês a mês,"R$ 25,30","R$ 1.673,80",Não
1408,Pequena empresa,2016,Não,6 ou mais funcionários,8,Não,NaN,automática,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Anual,1,Yes,Boleto - mês a mês,"R$ 44,55","R$ 343,45",Não
1409,Micro empresa,2020,Sim,até 5 funcionários,71,Sim,Sim,manual,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Yes,Cartão de crédito - mês a mês,"R$ 104,10","R$ 7.412,25",Não
1410,Micro empresa,2018,Sim,6 ou mais funcionários,43,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,"R$ 92,55","R$ 4.039,00",Não
1411,Micro empresa,2004,Não,até 5 funcionários,2,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 93,85","R$ 170,85",Sim
1412,Pequena empresa,2002,Não,até 5 funcionários,29,Sim,Não ,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,"R$ 101,45","R$ 2.948,60",Não
1413,Micro empresa,2016,Sim,até 5 funcionários,15,Sim,Não ,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 84,30","R$ 1.308,40",Sim
1414,Pequena empresa,2019,Sim,6 ou mais funcionários,65,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Anual,0,No,Cartão de crédito - mês a mês,"R$ 94,55","R$ 6.078,75",Não
1415,Pequena empresa,2018,Não,até 5 funcionários,35,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,"R$ 95,50","R$ 3.418,20",Não
1416,Pequena empresa,2016,Não,até 5 funcionários,64,Sim,Não ,manual,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Yes,Cartão de crédito - mês a mês,"R$ 100,30","R$ 6.603,80",Não
1417,Micro empresa,2018,Sim,6 ou mais funcionários,58,Não,NaN,automática,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - mês a mês,"R$ 55,50","R$ 3.166,90",Não
1418,Micro empresa,2006,Não,até 5 funcionários,18,Sim,Não ,automática,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,"R$ 49,85","R$ 865,75",Não
1419,Pequena empresa,2018,Sim,6 ou mais funcionários,67,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,"R$ 89,55","R$ 6.373,10",Não
1420,Pequena empresa,2021,Sim,6 ou mais funcionários,63,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Yes,Boleto - mês a mês,"R$ 19,15","R$ 1.177,05",Não
1421,Micro empresa,2019,Sim,até 5 funcionários,60,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 99,80","R$ 5.985,75",Não
1422,Pequena empresa,2015,Não,até 5 funcionários,9,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,"R$ 84,40","R$ 732,50",Sim
1423,Micro empresa,2019,Sim,6 ou mais funcionários,70,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - mês a mês,"R$ 113,05","R$ 7.869,05",Não
1424,Pequena empresa,2020,Sim,até 5 funcionários,15,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 101,10","R$ 1.504,05",Sim
1425,Micro empresa,2017,Não,6 ou mais funcionários,48,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Boleto - mês a mês,"R$ 19,95","R$ 936,70",Não
1426,Pequena empresa,2017,Sim,até 5 funcionários,12,Sim,Não ,automática,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 74,15","R$ 741,40",Não
1427,Pequena empresa,2010,Sim,até 5 funcionários,71,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Trimestral,1,Yes,Boleto - pagamento único,"R$ 92,00","R$ 6.585,20",Não
1428,Pequena empresa,2005,Não,até 5 funcionários,44,Sim,Não ,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,"R$ 73,85","R$ 3.122,40",Não
1429,Pequena empresa,2019,Não,até 5 funcionários,1,Sim,Sim,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 50,45","R$ 50,45",Sim
1430,Pequena empresa,2017,Sim,6 ou mais funcionários,45,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Boleto - mês a mês,"R$ 24,45","R$ 1.088,25",Não
1431,Micro empresa,2019,Não,até 5 funcionários,23,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Cartão de crédito - mês a mês,"R$ 24,80","R$ 615,35",Não
1432,Micro empresa,2017,Sim,até 5 funcionários,43,Sim,Sim,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Trimestral,1,Yes,Cartão de crédito - pagamento único,"R$ 64,85","R$ 2.908,20",Não
1433,Pequena empresa,2018,Não,até 5 funcionários,35,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Cartão de crédito - pagamento único,"R$ 20,75","R$ 739,90",Não
1434,Pequena empresa,2018,Sim,até 5 funcionários,9,Sim,Não ,automática,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Boleto - mês a mês,"R$ 68,95","R$ 593,85",Não
1435,Pequena empresa,2017,Não,até 5 funcionários,12,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - mês a mês,"R$ 99,95","R$ 1.132,75",Sim
1436,Micro empresa,2003,Sim,até 5 funcionários,65,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,"R$ 109,40","R$ 7.227,45",Não
1437,Micro empresa,2016,Não,até 5 funcionários,2,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 91,40","R$ 193,60",Sim
1438,Pequena empresa,2018,Não,até 5 funcionários,27,Sim,Sim,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - mês a mês,"R$ 49,00","R$ 1.291,35",Não
1439,Micro empresa,2019,Não,até 5 funcionários,40,Sim,Não ,automática,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Trimestral,1,Yes,Boleto - mês a mês,"R$ 50,25","R$ 2.023,55",Não
1440,Micro empresa,2012,Não,até 5 funcionários,5,Sim,Não ,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,"R$ 75,55","R$ 349,65",Sim
1441,Pequena empresa,2018,Sim,6 ou mais funcionários,8,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Cartão de crédito - mês a mês,"R$ 19,90","R$ 153,95",Não
1442,Micro empresa,2003,Sim,até 5 funcionários,58,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Yes,Cartão de crédito - pagamento único,"R$ 97,80","R$ 5.458,80",Não
1443,Micro empresa,2017,Sim,6 ou mais funcionários,52,Sim,Não ,manual,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,0,No,Boleto - pagamento único,"R$ 100,30","R$ 5.244,45",Não
1444,Pequena empresa,2021,Sim,até 5 funcionários,3,Sim,Não ,automática,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - mês a mês,"R$ 55,80","R$ 154,55",Não
1445,Pequena empresa,2016,Não,6 ou mais funcionários,41,Sim,Não ,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Boleto - pagamento único,"R$ 111,15","R$ 4.507,15",Não
1446,Pequena empresa,2018,Não,até 5 funcionários,20,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - mês a mês,"R$ 98,55","R$ 2.031,95",Não
1447,Pequena empresa,2021,Não,6 ou mais funcionários,1,Sim,Sim,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 50,05","R$ 50,05",Não
1448,Pequena empresa,2019,Não,6 ou mais funcionários,4,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,0,No,Cartão de crédito - mês a mês,"R$ 80,80","R$ 332,45",Sim
1449,Pequena empresa,2017,Não,até 5 funcionários,23,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - pagamento único,"R$ 20,85","R$ 473,90",Não
1450,Micro empresa,2007,Não,até 5 funcionários,6,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Cartão de crédito - pagamento único,"R$ 19,50","R$ 106,80",Não
1451,Pequena empresa,2021,Sim,6 ou mais funcionários,8,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,1,Yes,Boleto - mês a mês,"R$ 19,35","R$ 152,60",Não
1452,Pequena empresa,2016,Não,até 5 funcionários,18,Sim,Sim,automática,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,0,No,Boleto - mês a mês,"R$ 69,50","R$ 1.199,40",Não
1453,Pequena empresa,2014,Não,até 5 funcionários,52,Não,NaN,automática,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,"R$ 48,80","R$ 2.555,05",Não
1454,Pequena empresa,2017,Não,até 5 funcionários,31,Sim,Não ,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 94,50","R$ 2.979,20",Não
1455,Pequena empresa,2018,Sim,6 ou mais funcionários,29,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,1,Yes,Boleto - mês a mês,"R$ 20,65","R$ 654,85",Não
